track_id,track_name,track_artist,track_album_release_year,playlist_genre,playlist_subgenre,key,danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms
20OFwXhEXf12DzwXmaV7fj,Bad Moon Rising,Creedence Clearwater Revival,1969,rock,classic rock,2,0.508,0.774,-5.973,0.0321,0.0586,0.063,0.942,178.946,141600
2bMlSOpa1WVMQZT9zWYUZc,Bad Moon Rising,Creedence Clearwater Revival,1969,rock,classic rock,2,0.676,0.502,-15.427,0.0271,0.0834,0.0676,0.964,89.816,141400
6NxsCnLeLd8Ai1TrgGxzIx,Bad Moon Rising,Creedence Clearwater Revival,1969,rock,album rock,2,0.647,0.762,-5.856,0.0287,0.0599,0.0705,0.93,89.837,141600
672N8DGGTOLCOgWe0koX5g,I Wanna Be Your Dog,The Stooges,1969,rock,permanent wave,4,0.527,0.871,-8.708,0.0354,0.0229,0.419,0.107,120.722,188560
2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,The Beatles,1969,rock,classic rock,9,0.533,0.376,-11.913,0.0393,0.0302,0.0926,0.187,165.007,259947
2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,The Beatles,1969,rock,album rock,9,0.533,0.376,-11.913,0.0393,0.0302,0.0926,0.187,165.007,259947
25fowDvPAUn4hUkZKzudZp,Cotton Fields,Creedence Clearwater Revival,1969,rock,classic rock,9,0.588,0.656,-7.563,0.0297,0.195,0.153,0.866,148.691,177267
5dGVIZ6oc0ScR4ldWGbXSU,Brown Sugar,ZZ Top,1970,rock,classic rock,4,0.587,0.413,-11.317,0.059,0.661,0.269,0.548,107.431,324560
7LbfuQVct78YoghmoPtsQ8,Casey Jones - 2013 Remaster,Grateful Dead,1970,rock,classic rock,0,0.671,0.405,-10.052,0.0392,0.385,0.132,0.828,99.678,265067
4bjvLvKovcWqZwDbXT5QQX,Carry On,"Crosby, Stills, Nash & Young",1970,rock,classic rock,1,0.463,0.495,-12.203,0.041,0.059,0.271,0.532,118.505,265933
1gcESexgftSuLuML57Y69q,All Right Now,Free,1970,rock,classic rock,2,0.787,0.472,-12.824,0.0832,0.221,0.153,0.824,120.059,330643
4iFiqGqxaEQzm1CfoGVZib,All Right Now,Free,1970,rock,classic rock,2,0.781,0.484,-12.853,0.087,0.247,0.147,0.804,119.993,330643
1jzDzZWeSDBg5fhNc3tczV,Paranoid,Black Sabbath,1970,rock,permanent wave,4,0.429,0.631,-11.514,0.0769,7.85e-5,0.175,0.376,162.734,168440
3ggTCH9i9dJ0sRdAxFGzcr,Burn Down The Mission,Elton John,1970,rock,classic rock,0,0.431,0.651,-10.161,0.0374,0.093,0.168,0.544,122.227,382933
7hxnlRuYmF1rU5WO6Obw8I,Bell Bottom Blues - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,1970,rock,album rock,2,0.404,0.695,-6.162,0.034,0.587,0.159,0.646,133.135,301720
0eti3iRdEgUxwcIcN2N9DY,Domino - 1999 Remaster,Van Morrison,1970,rock,album rock,2,0.731,0.555,-13.684,0.0519,0.321,0.0527,0.935,131.26,189427
6QLFNz62dpOgQTloWuUbNh,All Things Must Pass,George Harrison,1970,rock,permanent wave,9,0.513,0.569,-8.278,0.029,0.468,0.111,0.441,122.676,226867
2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,Creedence Clearwater Revival,1970,rock,permanent wave,0,0.741,0.697,-7.028,0.0277,0.0664,0.133,0.774,116.109,160133
78aWb3IqcEa8n7mInJiatR,Alone,Wishbone Ash,1971,rock,album rock,7,0.66,0.574,-14.813,0.0334,0.00125,0.106,0.868,101.549,144289
1fDsrQ23eTAVFElUMaf38X,American Pie,Don McLean,1971,rock,classic rock,4,0.531,0.481,-11.709,0.06,0.699,0.0842,0.491,138.45,516893
2loctOuEydT8m8V0XsbPsU,"American Woman - 7"" Version",The Guess Who,1971,rock,hard rock,2,0.527,0.512,-16.942,0.115,0.117,0.0938,0.377,93.254,305560
5UuikgHTxSRFRnC0zXx10i,Aqualung,Jethro Tull,1971,rock,album rock,7,0.477,0.479,-11.887,0.0483,0.0649,0.0906,0.662,122.531,396187
5EcvzboYmDIfXo9gPplsSB,Brown Sugar,The Rolling Stones,1971,rock,classic rock,0,0.638,0.931,-3.605,0.0363,0.228,0.0524,0.965,128.662,228667
7HRKgCruDphRaLW4wmx8xM,Can't You Hear Me Knocking - Remastered,The Rolling Stones,1971,rock,classic rock,0,0.545,0.757,-5.228,0.0396,0.408,0.16,0.714,152.217,436000
5EcvzboYmDIfXo9gPplsSB,Brown Sugar,The Rolling Stones,1971,rock,album rock,0,0.638,0.931,-3.605,0.0363,0.228,0.0524,0.965,128.662,228667
4GHvrcL0BoG2eDCM9gPoOd,After Forever,Black Sabbath,1971,rock,hard rock,0,0.399,0.683,-13.233,0.0357,3.84e-4,0.124,0.466,95.254,326001
2KmEgiY8fQs0G6WNxtzQKr,Baba O'Riley,The Who,1971,rock,classic rock,5,0.489,0.724,-8.367,0.0352,0.313,0.287,0.15,117.292,300400
3qiyyUfYe7CRYLucrPmulD,Baba O'Riley,The Who,1971,rock,classic rock,5,0.489,0.724,-8.367,0.0352,0.313,0.287,0.15,117.292,300400
632wpQN4nWLEvxUyGZxyLM,Behind Blue Eyes,The Who,1971,rock,classic rock,2,0.412,0.523,-10.714,0.0335,0.115,0.314,0.294,128.592,222467
2KmEgiY8fQs0G6WNxtzQKr,Baba O'Riley,The Who,1971,rock,album rock,5,0.489,0.724,-8.367,0.0352,0.313,0.287,0.15,117.292,300400
3qiyyUfYe7CRYLucrPmulD,Baba O'Riley,The Who,1971,rock,album rock,5,0.489,0.724,-8.367,0.0352,0.313,0.287,0.15,117.292,300400
5CG4RXjli90Zd1KDalPqeK,Crippled Inside - Remastered 2010,John Lennon,1971,rock,album rock,0,0.545,0.608,-9.372,0.0369,0.193,0.0769,0.681,165.617,232627
6FsQrRpBLgsrFeAeiQqytm,Bang a Gong (Get It On) - Remastered Version,T. Rex,1971,rock,classic rock,2,0.729,0.818,-9.992,0.0732,0.157,0.195,0.907,125.811,267000
6FsQrRpBLgsrFeAeiQqytm,Bang a Gong (Get It On) - Remastered Version,T. Rex,1971,rock,album rock,2,0.729,0.818,-9.992,0.0732,0.157,0.195,0.907,125.811,267000
2TVxnKdb3tqe1nhQWwwZCO,Tiny Dancer,Elton John,1971,rock,permanent wave,0,0.414,0.428,-11.097,0.0278,0.382,0.148,0.282,145.075,377093
0NSeXLBOh16zjbENkAu0P6,Black Dog - 1990 Remaster,Led Zeppelin,1971,rock,classic rock,4,0.432,0.848,-8.095,0.0878,0.274,0.233,0.743,81.201,294000
3qT4bUD1MaWpGrTwcvguhb,Black Dog - Remaster,Led Zeppelin,1971,rock,classic rock,4,0.437,0.864,-7.842,0.0904,0.396,0.242,0.749,81.394,295387
5CQ30WqJwcep0pYcV4AMNc,Stairway to Heaven - Remaster,Led Zeppelin,1971,rock,permanent wave,9,0.338,0.34,-12.049,0.0339,0.58,0.116,0.197,82.433,482830
54eZmuggBFJbV7k248bTTt,A Horse with No Name,America,1972,rock,album rock,11,0.654,0.506,-17.18,0.0535,0.686,0.155,0.831,123.179,252240
54eZmuggBFJbV7k248bTTt,A Horse with No Name,America,1972,rock,classic rock,11,0.654,0.506,-17.18,0.0535,0.686,0.155,0.831,123.179,252240
0Osbam159ngkQww6isBBQJ,A Horse with No Name,America,1972,rock,classic rock,11,0.654,0.506,-17.18,0.0535,0.686,0.155,0.831,123.179,252240
0WNGPpmWqzPnk0psUhJ3SX,All the Young Dudes,Mott The Hoople,1972,rock,classic rock,4,0.429,0.668,-7.539,0.044,0.208,0.538,0.398,77.737,211067
7IX2e7pEShera9T1QIMvi7,Baby I'm-a Want You,Bread,1972,rock,classic rock,8,0.613,0.289,-16.529,0.0305,0.743,0.0617,0.553,144.188,150707
2BY7ALEWdloFHgQZG6VMLA,Brandy (You're a Fine Girl),Looking Glass,1972,rock,classic rock,1,0.715,0.625,-11.369,0.0601,0.396,0.134,0.826,125.275,186827
1uZOev7V8UkfhCKuMDnAdy,Burnin' for You,Blue Ã–yster Cult,1972,rock,classic rock,9,0.532,0.705,-8.439,0.0328,0.137,0.0857,0.693,134.223,271067
2BY7ALEWdloFHgQZG6VMLA,Brandy (You're a Fine Girl),Looking Glass,1972,rock,album rock,1,0.715,0.625,-11.369,0.0601,0.396,0.134,0.826,125.275,186827
6vuEG9sZtC4W2zT64f7zLF,Alone Again (Naturally),Gilbert O'Sullivan,1972,rock,classic rock,8,0.558,0.464,-8.488,0.0354,0.583,0.159,0.559,171.762,217729
7ufDF5ePKsnxYgP0DAZoZE,Dancing In the Moonlight - Original Recording,King Harvest,1972,rock,classic rock,10,0.657,0.435,-15.707,0.0552,0.739,0.167,0.771,135.975,181133
5LFtkeNjLpZAey3Arj3h4M,Bridge over Troubled Water,Simon & Garfunkel,1972,rock,classic rock,3,0.276,0.236,-13.742,0.0299,0.795,0.366,0.261,83.611,293120
6fJSEk0GDtPOk3gFxcnbUy,Her Eyes Are a Blue Million Miles,Captain Beefheart & His Magic Band,1972,rock,permanent wave,4,0.786,0.357,-15.838,0.0472,0.416,0.0756,0.712,88.969,177507
4A48NL57P16zSRaq3yoYry,Vicious,Lou Reed,1972,rock,permanent wave,2,0.605,0.846,-7.755,0.0337,6e-4,0.0526,0.952,124.247,176533
0N0q5D8KmH13mmODXJsJqS,Can't You See,The Marshall Tucker Band,1973,rock,classic rock,7,0.407,0.706,-5.526,0.0348,0.254,0.125,0.54,164.022,361227
4fUU9WKxEgJXyrZJsUA2iP,Can't You See,The Marshall Tucker Band,1973,rock,classic rock,7,0.406,0.713,-5.49,0.0348,0.276,0.112,0.577,164.444,365093
31S6oGx81hVIjWz6cu5oNw,Chevy Van,Sammy Johns,1973,rock,classic rock,9,0.449,0.547,-12.259,0.0351,0.457,0.0737,0.74,152.211,179000
7cy1bEJV6FCtDaYpsk8aG6,China Grove,The Doobie Brothers,1973,rock,classic rock,9,0.623,0.91,-8.448,0.0384,0.319,0.081,0.745,145.624,195307
0N0q5D8KmH13mmODXJsJqS,Can't You See,The Marshall Tucker Band,1973,rock,album rock,7,0.407,0.706,-5.526,0.0348,0.254,0.125,0.54,164.022,361227
7cy1bEJV6FCtDaYpsk8aG6,China Grove,The Doobie Brothers,1973,rock,album rock,9,0.623,0.91,-8.448,0.0384,0.319,0.081,0.745,145.624,195307
5MxNLUsfh7uzROypsoO5qe,Dream On,Aerosmith,1973,rock,album rock,1,0.307,0.433,-10.057,0.029,0.388,0.332,0.224,160.9,266960
0DbRkFE2KAyNXnKzD9inpV,Catherine Of Aragon,Rick Wakeman,1973,rock,album rock,7,0.36,0.298,-12.117,0.0335,0.419,0.327,0.0923,104.737,229147
3TO7bbrUKrOSPGRTB5MeCz,Time,Pink Floyd,1973,rock,permanent wave,9,0.358,0.48,-11.79,0.0849,0.521,0.178,0.356,120.317,413947
4ItljeeAXtHsnsnnQojaO2,D'yer Mak'er - Remastered,Led Zeppelin,1973,rock,album rock,9,0.525,0.929,-8.56,0.0784,0.262,0.0754,0.556,163.503,262748
6PT7wUJefYPEU1lX1lcLRJ,Doing Alright - Remastered 2011,Queen,1973,rock,album rock,9,0.339,0.286,-12.334,0.0344,0.752,0.085,0.192,93.013,249213
6HSXNV0b4M4cLJ7ljgVVeh,Knockin' On Heaven's Door - Remastered,Bob Dylan,1973,rock,permanent wave,7,0.513,0.396,-13.061,0.0299,0.251,0.11,0.229,140.208,149880
1GcVa4jFySlun4jLSuMhiq,Angie,The Rolling Stones,1973,rock,classic rock,9,0.429,0.554,-6.128,0.0291,0.67,0.105,0.407,136.302,272000
1GcVa4jFySlun4jLSuMhiq,Angie,The Rolling Stones,1973,rock,permanent wave,9,0.429,0.554,-6.128,0.0291,0.67,0.105,0.407,136.302,272000
1GcVa4jFySlun4jLSuMhiq,Angie,The Rolling Stones,1973,rock,permanent wave,9,0.429,0.554,-6.128,0.0291,0.67,0.105,0.407,136.302,272000
5Wj1rJnCLpMHdLaxsFtJLs,Bennie And The Jets - Remastered 2014,Elton John,1973,rock,classic rock,0,0.665,0.673,-7.95,0.0493,0.259,0.497,0.779,132.642,322549
75n6R38rfp87ElycXr7OJq,Dancing With The Moonlit Knight - Remastered 2008,Genesis,1973,rock,album rock,2,0.295,0.536,-9.985,0.0404,0.0838,0.0761,0.204,82.658,483053
70C4NyhjD5OZUMzvWZ3njJ,Piano Man,Billy Joel,1973,rock,permanent wave,0,0.331,0.55,-6.483,0.0272,0.605,0.192,0.429,177.734,339000
1H4idkmruFoJBg1DvUv2tY,Band On The Run - Remastered 2010,Paul McCartney,1973,rock,classic rock,7,0.479,0.601,-8.806,0.0318,0.0832,0.11,0.669,124.966,313027
40b31eggZB30hoqXhGm4qc,Band On The Run - Remastered 2010,Paul McCartney,1973,rock,album rock,7,0.479,0.601,-8.806,0.0318,0.0832,0.11,0.669,124.966,313027
2vbu6iSwyXGalSzaqLBiYH,Bluebird - Remastered 2010,Paul McCartney,1973,rock,album rock,5,0.765,0.395,-10.75,0.0279,0.0774,0.103,0.706,88.149,203160
36vTL8WP4ZoD1bbUaW0V3E,Bad Company - 2015 Remaster,Bad Company,1974,rock,classic rock,8,0.545,0.467,-10.862,0.0305,0.491,0.0805,0.444,113.713,288053
7LZyhNjhyXj27iEXUYQYHo,Bad Company (Remastered Album Version),Bad Company,1974,rock,classic rock,8,0.565,0.494,-10.008,0.0306,0.502,0.0731,0.385,114.113,287040
6n5lHdpuBDdA7pYDpiKzEI,Can't Get Enough - 2015 Remaster,Bad Company,1974,rock,classic rock,0,0.638,0.686,-9.876,0.0366,0.314,0.0678,0.766,126.045,256360
3Pu3IChaAoa5EjgUBv5F6x,Ballroom Blitz,Sweet,1974,rock,album rock,4,0.644,0.799,-10.856,0.0598,0.0821,0.055,0.889,108.382,246573
6hLqEJg2GnnDG4W0Y64hyD,Cats in the Cradle,Harry Chapin,1974,rock,album rock,10,0.463,0.484,-13.259,0.0395,0.456,0.125,0.513,77.521,212405
19Xy2vr5mS7l9T3S90Jlvs,Different Drum,Stone Poneys,1974,rock,album rock,0,0.506,0.41,-10.497,0.0303,0.419,0.0622,0.616,122.866,160093
5Okf7KBikV8we3uqCMFjiL,Doctor Doctor - 2007 Remaster,UFO,1974,rock,album rock,2,0.298,0.799,-6.962,0.0464,1.68e-4,0.496,0.561,143.072,252453
0cGR1le8zMJWt8WcgCyRpv,Father O'Blivion,Frank Zappa,1974,rock,permanent wave,6,0.447,0.888,-9.892,0.175,0.247,0.82,0.679,146.235,137653
5XL2uuMLIYLefXJsxmLXus,Brighton Rock - Remastered 2011,Queen,1974,rock,album rock,11,0.354,0.843,-9.17,0.378,0.355,0.789,0.348,137.62,310013
2eSAEd4El60OeatNib90TT,Bring Back That Leroy Brown - Remastered 2011,Queen,1974,rock,album rock,0,0.702,0.641,-5.594,0.0879,0.399,0.0763,0.863,118.486,135307
2qdpQrNXOuGGGvFmbKGpZM,Dear Friends - Remastered 2011,Queen,1974,rock,album rock,2,0.317,0.0455,-16.092,0.0344,0.88,0.172,0.571,107.711,67573
5zH710lFSLtkHbMkslLDjR,Crazy On You,Heart,1975,rock,classic rock,9,0.427,0.459,-12.442,0.0332,0.116,0.132,0.383,129.878,293440
5vDybLvL75lAj2JGh9jS18,Anticipation,Carly Simon,1975,rock,album rock,2,0.61,0.297,-14.956,0.0304,0.838,0.107,0.543,99.96,201707
3bRcSxW2FnSSwrzoYT1knV,At Seventeen,Janis Ian,1975,rock,album rock,0,0.599,0.164,-23.035,0.0475,0.888,0.121,0.317,125.388,280493
74DrA5fFoGSy4xgkZarZtP,Dream Weaver,Gary Wright,1975,rock,album rock,4,0.266,0.389,-13.682,0.0305,0.244,0.0688,0.148,140.243,256173
5HQEmiV2lKnSO6qa2fsR7x,I'm Not In Love,10cc,1975,rock,permanent wave,4,0.404,0.523,-15.7,0.0575,0.685,0.282,0.164,133.738,366640
5AICUm2wDa8bSu2HFRyMyU,Cause We've Ended as Lovers,Jeff Beck,1975,rock,classic rock,0,0.536,0.208,-18.841,0.0361,0.153,0.111,0.174,115.137,342333
6hTcuIQa0sxrrByu9wTD7s,Born to Run,Bruce Springsteen,1975,rock,classic rock,4,0.27,0.944,-4.199,0.0975,0.00501,0.116,0.606,146.347,269920
6hTcuIQa0sxrrByu9wTD7s,Born to Run,Bruce Springsteen,1975,rock,album rock,4,0.27,0.944,-4.199,0.0975,0.00501,0.116,0.606,146.347,269920
6Qb7gtV6Q4MnUjSbkFcopl,50 Ways to Leave Your Lover,Paul Simon,1975,rock,permanent wave,7,0.815,0.372,-12.814,0.0752,0.166,0.0767,0.293,101.684,217347
3gIBSlXYIN1mru35l4LWPB,Still Crazy After All These Years,Paul Simon,1975,rock,permanent wave,7,0.267,0.252,-11.687,0.0351,0.8,0.089,0.13,37.114,206533
65eRcjlStTnk8opG5eIQ8Z,25 or 6 to 4,Chicago,1975,rock,classic rock,7,0.612,0.869,-9.866,0.0515,0.241,0.0858,0.771,147.502,293093
6aNP9GlBi3VHPXl7w3Qjr9,'39 - 2011 Mix,Queen,1975,rock,album rock,8,0.524,0.571,-9.686,0.0273,0.0271,0.111,0.373,101.626,210800
65NTcXUtOb27NHKQ4fAcw0,'39 - 2011 Mix,Queen,1975,rock,permanent wave,8,0.524,0.571,-9.686,0.0273,0.0271,0.111,0.373,101.626,210800
7tFiyTwD0nx5a1eklYtX2J,Bohemian Rhapsody - 2011 Mix,Queen,1975,rock,classic rock,0,0.392,0.402,-9.961,0.0536,0.288,0.243,0.228,143.883,354320
1AhDOtG9vPSOmsWgNW0BEY,Bohemian Rhapsody - Remastered 2011,Queen,1975,rock,classic rock,0,0.414,0.404,-9.928,0.0499,0.271,0.3,0.224,71.105,354320
4u7EnebtmKWzUH433cf5Qv,Bohemian Rhapsody - 2011 Mix,Queen,1975,rock,album rock,0,0.414,0.404,-9.928,0.0499,0.271,0.3,0.224,71.105,354320
1cN13ivH3D66m9DoW2Z7iU,Death On Two Legs (Dedicated To...) - Remastered 2011,Queen,1975,rock,album rock,2,0.373,0.691,-6.219,0.0554,0.362,0.133,0.499,124.767,223920
6NTqBHONQqmud0ONBzsLfZ,(Don't Fear) The Reaper,Blue Ã–yster Cult,1976,rock,album rock,9,0.368,0.928,-8.369,0.0593,0.00125,0.301,0.532,141.175,308440
7kNNylJ1kswWbHeRM6UDuE,Blinded By The Light,Manfred Mann's Earth Band,1976,rock,classic rock,5,0.456,0.696,-10,0.0653,0.291,0.0853,0.508,142.156,428133
5OU2RLatJbkSdqbQy2fMna,Born On The Bayou,Creedence Clearwater Revival,1976,rock,classic rock,9,0.675,0.571,-8.984,0.0384,0.0585,0.11,0.558,117.249,315360
4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,Kansas,1976,rock,classic rock,7,0.483,0.786,-5.735,0.0319,0.00316,0.446,0.793,126.748,323000
7cdnq45E9aP2XDStHg5vd7,Cherry Bomb,The Runaways,1976,rock,classic rock,11,0.501,0.813,-8.192,0.0639,0.0455,0.131,0.495,136.59,138707
4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,Kansas,1976,rock,album rock,7,0.483,0.786,-5.735,0.0319,0.00316,0.446,0.793,126.748,323000
5UYo2NoLUzBlP09NGJRGsc,Pissing In a River,Patti Smith,1976,rock,permanent wave,9,0.357,0.559,-7.464,0.0321,0.509,0.0565,0.173,112.889,292667
2ZFxZ4QNiciMhvJV2GjKWL,Bad Moon Rising,Creedence Clearwater Revival,1976,rock,classic rock,2,0.63,0.676,-9.19,0.0277,0.0101,0.0628,0.901,89.663,139507
23IWhAK0cYRwnBT5EE8i3u,Don't give up on us,David Soul,1976,rock,album rock,9,0.256,0.335,-13.588,0.0313,0.74,0.0857,0.415,198.745,218947
0ZGLuduCPjgWY1n85ykgMe,Back In the Saddle,Aerosmith,1976,rock,classic rock,1,0.426,0.903,-9.661,0.0389,0.00578,0.0945,0.762,122.201,280360
6V1bLBjSgfpRfzYHiWvg3B,Blinded By The Light,Manfred Mann's Earth Band,1976,rock,classic rock,5,0.456,0.681,-10.028,0.0639,0.283,0.0845,0.536,142.18,428133
6V1bLBjSgfpRfzYHiWvg3B,Blinded By The Light,Manfred Mann's Earth Band,1976,rock,album rock,5,0.456,0.681,-10.028,0.0639,0.283,0.0845,0.536,142.18,428133
2d4e45fmUnguxh6yqC7gNT,Dirty Deeds Done Dirt Cheap,AC/DC,1976,rock,album rock,11,0.668,0.906,-4.881,0.17,0.214,0.135,0.507,135.653,231933
3x1v32I3SZNvC7q7bDhcGm,Black Water - 45 Version,The Doobie Brothers,1976,rock,classic rock,2,0.543,0.307,-18.253,0.0414,0.334,0.044,0.649,168.169,258613
3x1v32I3SZNvC7q7bDhcGm,Black Water - 45 Version,The Doobie Brothers,1976,rock,album rock,2,0.543,0.307,-18.253,0.0414,0.334,0.044,0.649,168.169,258613
7MRyJPksH3G2cXHN8UKYzP,American Girl,Tom Petty and the Heartbreakers,1976,rock,album rock,2,0.55,0.824,-5.988,0.0334,0.448,0.366,0.777,114.512,214733
7MRyJPksH3G2cXHN8UKYzP,American Girl,Tom Petty and the Heartbreakers,1976,rock,classic rock,2,0.55,0.824,-5.988,0.0334,0.448,0.366,0.777,114.512,214733
5x53pbGk6sbl1BGom19QQ5,Breakdown,Tom Petty and the Heartbreakers,1976,rock,classic rock,9,0.625,0.35,-8.395,0.0436,0.398,0.123,0.69,113.688,163893
1d4lS5M1URec80lUeRqUsn,Backstreet Luv,Curved Air,1976,rock,album rock,0,0.49,0.7,-7.329,0.0317,0.0244,0.0803,0.527,147.954,218167
40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,Eagles,1976,rock,permanent wave,2,0.579,0.508,-9.484,0.027,0.00574,0.0575,0.609,147.125,391376
6Zyz8lsnMFpIrCTuvGurCB,New Kid in Town - 2013 Remaster,Eagles,1976,rock,permanent wave,4,0.649,0.425,-9.811,0.0267,0.378,0.108,0.651,107.383,304926
0PsbWiVtix5FoTZ1s00mEl,Come Sail Away,Styx,1977,rock,classic rock,0,0.29,0.336,-15.593,0.0319,0.0971,0.0995,0.141,142.344,367000
7vidktgNZFQylTgH1GEnMs,Cold as Ice,Foreigner,1977,rock,classic rock,3,0.516,0.486,-11.81,0.0272,0.0987,0.143,0.471,132.542,200573
0SvfyHYDp2uIsHt53LDlI9,Cat Scratch Fever,Ted Nugent,1977,rock,classic rock,4,0.549,0.916,-4.185,0.034,0.0049,0.104,0.632,127.131,219400
